ID   INV_DATE      AMOUNT   ACCT_NO
10855   07/06/2011   114995   CODDA14
10856   03/13/2010   180575   CODDA17
10857   09/17/2010   242942   CODDA13
10858   10/13/2009   147604   CODDA15
10859   01/05/2011   273465   CODDA15
10860   03/02/2011   254650   CODDA17
10861   02/06/2011   235769   CODDA15
10862   05/19/2011   207182   CODDA19
10863   04/07/2011   269587   CODDA17
10864   06/03/2011   144909   CODDA16
10865   06/19/2011   285034   CODDA13
10866   07/30/2010   219664   CODDA15
10867   04/03/2011   105392   CODDA16
10868   08/17/2010   239474   CODDA18
10869   10/19/2010   278429   CODDA16
10870   01/12/2011   132596   CODDA18
10871   04/30/2011   164713   CODDA18
10872   02/03/2010   108644   CODDA19
10873   04/09/2011   132186   CODDA15
10874   05/14/2010   247340   CODDA20
10875   10/20/2009   147986   CODDA14
10876   04/06/2011   283080   CODDA12
10877   10/19/2009   115952   CODDA19
10878   12/03/2009   236791   CODDA19
10879   10/10/2010   285319   CODDA18
10880   07/08/2011   141478   CODDA20
10881   10/10/2010   257262   CODDA12
10882   11/13/2009   175352   CODDA14
10883   07/15/2009   161830   CODDA14
10884   02/14/2010   193401   CODDA14
10885   09/25/2010   292833   CODDA14
10886   08/21/2009   103656   CODDA12
10887   04/19/2011   296034   CODDA18
10888   11/19/2009   252494   CODDA16
10889   03/17/2011   196689   CODDA13
10890   08/28/2010   132454   CODDA14
10891   06/05/2010   157770   CODDA17
10892   01/10/2010   153342   CODDA17
10893   09/29/2010   143711   CODDA17
10894   07/24/2009   241362   CODDA13
10895   09/18/2010   154132   CODDA13
10896   07/11/2011   152909   CODDA15
10897   06/05/2010   179310   CODDA17
10898   04/29/2011   101445   CODDA17
10899   08/30/2010   161767   CODDA19
10900   04/09/2010   193151   CODDA13
10901   09/05/2010   282137   CODDA18
10902   12/22/2010   168895   CODDA18
10903   05/29/2011   207142   CODDA19
10904   09/13/2010   227762   CODDA16
10905   10/23/2009   272521   CODDA13
10906   06/07/2011   114851   CODDA14
10907   01/28/2011   289839   CODDA13
10908   05/16/2010   232528   CODDA17
10909   03/05/2010   245966   CODDA16
10910   07/25/2009   131548   CODDA14
10911   11/09/2009   167420   CODDA13
10912   05/24/2010   247183   CODDA17
10913   07/02/2009   103972   CODDA13
10914   06/28/2010   195464   CODDA19
10915   01/14/2010   112154   CODDA15
10916   09/23/2010   262464   CODDA17
10917   06/24/2011   154627   CODDA16
10918   03/02/2010   219817   CODDA15
10919   07/02/2011   158114   CODDA18
10920   09/03/2009   168429   CODDA14
10921   12/01/2009   144354   CODDA19
10922   12/29/2010   292675   CODDA13
10923   02/08/2010   242685   CODDA20
10924   11/28/2009   174288   CODDA12
10925   07/12/2010   206865   CODDA15
10926   08/13/2009   287801   CODDA16
10927   01/23/2010   184391   CODDA20
10928   03/22/2011   121935   CODDA17
10929   07/11/2011   215663   CODDA12
10930   06/10/2011   250540   CODDA18
10931   06/01/2011   125868   CODDA16
10932   06/09/2010   143942   CODDA18
10933   10/26/2009   252056   CODDA13
10934   01/12/2010   209550   CODDA19
10935   08/13/2009   255440   CODDA15
10936   05/31/2011   285636   CODDA16
10937   11/17/2009   234327   CODDA15
10938   10/19/2010   110372   CODDA13
10939   12/13/2010   161987   CODDA17
10940   04/17/2011   218740   CODDA12
10941   12/03/2010   148382   CODDA15
10942   10/25/2010   219459   CODDA17
10943   05/12/2011   162861   CODDA15
10944   11/07/2010   217512   CODDA19
10945   11/23/2009   273798   CODDA19
10946   08/07/2010   128291   CODDA18
10947   07/20/2010   224717   CODDA19
10948   07/15/2009   258578   CODDA19
10949   09/14/2010   286593   CODDA13
10950   03/14/2011   247091   CODDA13
10951   10/02/2010   234047   CODDA19
10952   01/14/2010   137322   CODDA19
10953   02/14/2011   180630   CODDA18
10954   08/11/2010   296161   CODDA13
10955   04/01/2010   168673   CODDA16
10956   12/11/2009   119513   CODDA19
10957   07/05/2009   116835   CODDA20
10958   09/09/2010   108923   CODDA16
10959   03/05/2011   285084   CODDA15
10960   11/11/2010   180139   CODDA20
10961   04/14/2011   166734   CODDA14
10962   05/04/2011   221185   CODDA18
10963   08/23/2010   178162   CODDA18
10964   06/07/2011   107779   CODDA14
10965   01/31/2011   237012   CODDA19
10966   03/15/2010   224158   CODDA12
10967   01/24/2010   146464   CODDA20
10968   11/26/2009   213726   CODDA18
10969   09/29/2009   267616   CODDA16
10970   07/13/2009   241691   CODDA15
10971   06/17/2010   192925   CODDA14
10972   12/10/2009   285098   CODDA16
10973   08/04/2010   141051   CODDA12
10974   07/18/2010   288277   CODDA19
10975   04/11/2010   143253   CODDA20
10976   05/23/2011   132379   CODDA13
10977   09/23/2010   102721   CODDA13
10978   09/09/2009   127505   CODDA19
10979   07/23/2010   164117   CODDA13
10980   04/15/2010   125736   CODDA14
10981   09/17/2010   115985   CODDA20
10982   05/27/2011   180870   CODDA12
10983   03/14/2011   135832   CODDA14
10984   08/13/2010   245067   CODDA16
10985   07/15/2010   256255   CODDA18
10986   11/06/2010   293800   CODDA13
10987   03/18/2010   228888   CODDA11
10988   12/17/2010   238048   CODDA12
10989   10/20/2009   180207   CODDA15
10990   03/11/2010   256159   CODDA19
10991   07/01/2010   245668   CODDA17
10992   08/12/2009   182922   CODDA13
10993   07/31/2009   238473   CODDA19
10994   02/22/2010   176270   CODDA17
10995   01/09/2010   192172   CODDA19
10996   11/30/2010   182072   CODDA18
10997   11/02/2009   180090   CODDA16
10998   06/17/2011   183692   CODDA14
10999   02/22/2011   220250   CODDA18
11000   05/02/2011   239402   CODDA18
11001   02/01/2011   284139   CODDA15
11002   03/28/2010   101052   CODDA19
11003   01/17/2010   292270   CODDA20
11004   11/18/2009   299184   CODDA14
11005   04/12/2010   204595   CODDA12
11006   08/06/2009   131403   CODDA13
11007   10/15/2009   293514   CODDA17
11008   03/03/2011   192703   CODDA13
11009   01/28/2010   299698   CODDA17
11010   11/27/2009   129056   CODDA17
11011   12/08/2009   110970   CODDA13
11012   06/16/2010   284089   CODDA18
11013   09/11/2010   219871   CODDA19
11014   08/15/2009   175585   CODDA13
11015   05/12/2010   179769   CODDA19
11016   07/04/2010   111566   CODDA14
11017   09/19/2009   168805   CODDA11
11018   04/05/2010   265359   CODDA19
11019   03/08/2010   164867   CODDA13
11020   01/16/2010   112187   CODDA11
11021   04/19/2010   159604   CODDA14
11022   08/03/2010   157920   CODDA16
11023   10/20/2009   256658   CODDA11
11024   11/19/2010   143916   CODDA12
11025   02/27/2010   262182   CODDA12
11026   07/06/2009   293643   CODDA15
11027   02/16/2011   131249   CODDA16
11028   11/17/2009   250612   CODDA17
11029   12/28/2010   125263   CODDA17
11030   07/01/2010   232319   CODDA18
11031   03/08/2011   299689   CODDA13
11032   03/13/2010   216552   CODDA20
11033   06/30/2011   261315   CODDA16
11034   06/22/2011   186794   CODDA16
11035   05/24/2010   132503   CODDA17
11036   07/21/2009   116894   CODDA12
11037   11/24/2009   109555   CODDA17
11038   08/24/2010   103273   CODDA16
11039   05/05/2010   202428   CODDA17
11040   06/27/2011   208130   CODDA14
11041   05/28/2010   194835   CODDA13
11042   04/07/2010   248455   CODDA17
11043   04/06/2011   136919   CODDA15
11044   04/07/2011   229965   CODDA11
11045   10/17/2010   123640   CODDA14
11046   04/19/2010   273083   CODDA16
11047   04/18/2011   286630   CODDA19
11048   01/25/2011   176814   CODDA17
11049   01/11/2011   250350   CODDA16
11050   12/02/2010   148333   CODDA13
11051   05/26/2010   277739   CODDA14
11052   01/21/2010   179637   CODDA13
11053   02/07/2011   270142   CODDA14
11054   09/08/2009   284519   CODDA13
11055   10/04/2009   256160   CODDA16
11056   01/30/2010   137788   CODDA16
11057   07/12/2009   217421   CODDA19
11058   08/08/2010   247573   CODDA11
11059   10/27/2009   243999   CODDA12
11060   09/01/2009   165504   CODDA18
11061   05/10/2010   287308   CODDA19
11062   01/15/2010   262327   CODDA19
11063   11/05/2009   167916   CODDA11
11064   06/15/2010   196653   CODDA18
11065   05/20/2011   253812   CODDA12
11066   01/21/2010   105008   CODDA12
11067   12/15/2010   161081   CODDA16
11068   01/23/2011   103762   CODDA19
11069   10/28/2010   255170   CODDA17
11070   10/04/2009   226990   CODDA19
11071   05/09/2011   238167   CODDA18
11072   02/07/2010   255362   CODDA12
11073   03/13/2010   243095   CODDA20
11074   10/26/2010   175010   CODDA18
11075   09/19/2009   287810   CODDA19
11076   05/05/2010   185143   CODDA13
11077   11/08/2010   265858   CODDA14
11078   05/04/2010   168737   CODDA17
11079   09/22/2010   211514   CODDA20
11080   04/01/2010   106034   CODDA12
11081   07/15/2009   284322   CODDA13
11082   05/07/2011   163996   CODDA17
11083   01/12/2010   120875   CODDA12
11084   04/13/2011   195542   CODDA15
11085   09/08/2010   179116   CODDA11
11086   05/26/2011   218186   CODDA19
11087   02/20/2011   273596   CODDA19
11088   06/20/2011   267761   CODDA12
11089   06/03/2010   295169   CODDA15
11090   04/13/2010   231868   CODDA19
11091   11/23/2010   204847   CODDA13
11092   10/14/2010   227999   CODDA12
11093   08/05/2009   247086   CODDA16
11094   07/04/2011   101844   CODDA11
11095   02/09/2010   101340   CODDA12
11096   05/08/2011   104250   CODDA18
11097   01/06/2011   250006   CODDA17
11098   07/15/2009   220631   CODDA16
11099   10/17/2009   141551   CODDA20
11100   06/06/2010   105341   CODDA17
11101   11/09/2009   210908   CODDA14
11102   03/28/2010   107787   CODDA12
11103   10/03/2009   153890   CODDA20
11104   09/19/2009   296400   CODDA17
11105   02/17/2011   119292   CODDA19
11106   07/17/2009   112712   CODDA19
11107   04/21/2011   102262   CODDA13
11108   11/13/2009   184648   CODDA18
11109   04/30/2011   250269   CODDA14
11110   02/27/2010   252622   CODDA16
11111   10/31/2009   119785   CODDA14
11112   10/15/2009   183678   CODDA13
11113   03/16/2010   162013   CODDA13
11114   01/02/2010   128990   CODDA14
11115   03/31/2011   243297   CODDA20
11116   02/24/2010   105922   CODDA16
11117   09/09/2010   151081   CODDA17
11118   12/29/2010   211118   CODDA12
11119   08/10/2010   191607   CODDA13
11120   03/05/2010   248425   CODDA13
11121   12/24/2009   155411   CODDA15
11122   10/26/2010   243879   CODDA14
11123   03/03/2010   269263   CODDA14
11124   12/27/2010   240716   CODDA12
11125   01/17/2010   223839   CODDA19
11126   11/22/2009   164751   CODDA19
11127   05/10/2011   184678   CODDA13
11128   05/27/2011   207131   CODDA18
11129   02/05/2010   267386   CODDA18
11130   10/05/2010   186520   CODDA16
11131   09/23/2009   130178   CODDA13
11132   11/05/2010   254382   CODDA14
11133   06/20/2010   294661   CODDA17
11134   05/25/2010   243623   CODDA18
11135   10/06/2009   126931   CODDA17
11136   07/29/2010   107647   CODDA11
11137   09/11/2010   283523   CODDA16
11138   01/16/2010   150105   CODDA14
11139   08/04/2010   102279   CODDA12
11140   11/28/2009   107016   CODDA18
11141   12/24/2009   270671   CODDA14
11142   06/12/2010   250110   CODDA17
11143   03/31/2010   113773   CODDA15
11144   10/29/2009   275401   CODDA15
11145   08/18/2010   115770   CODDA15
11146   12/08/2009   209120   CODDA16
11147   12/04/2010   263763   CODDA11
11148   07/06/2011   299294   CODDA16
11149   03/09/2011   206269   CODDA13
11150   04/30/2011   261879   CODDA12
11151   12/19/2009   152734   CODDA12
11152   11/13/2010   161772   CODDA14
11153   06/06/2010   231766   CODDA14
11154   09/30/2009   212573   CODDA19
11155   01/04/2010   294041   CODDA17
11156   01/31/2010   283676   CODDA13
11157   07/20/2009   232167   CODDA15
11158   01/03/2010   261773   CODDA17
11159   08/02/2010   175839   CODDA17
11160   05/08/2011   194369   CODDA19
11161   08/14/2009   103137   CODDA15
11162   05/10/2011   247378   CODDA13
11163   02/04/2010   293959   CODDA18
11164   06/17/2011   214157   CODDA15
11165   09/15/2009   144234   CODDA17
11166   09/30/2009   160305   CODDA15
11167   03/17/2010   289934   CODDA20
11168   04/28/2010   152936   CODDA17
11169   05/03/2010   260076   CODDA20
11170   04/20/2010   297049   CODDA15
11171   02/07/2010   155500   CODDA18
11172   01/05/2010   195555   CODDA19
11173   05/24/2010   266264   CODDA13
11174   07/01/2011   267707   CODDA16
11175   01/13/2010   159115   CODDA20
11176   10/03/2010   227676   CODDA19
11177   12/21/2010   135763   CODDA14
11178   03/17/2010   261269   CODDA17
11179   12/17/2009   245291   CODDA20
11180   10/17/2009   199415   CODDA15
11181   12/24/2010   232644   CODDA15
11182   09/25/2010   168886   CODDA14
11183   11/03/2010   158682   CODDA15
11184   07/28/2009   273484   CODDA18
11185   12/13/2009   137912   CODDA18
11186   08/31/2010   124060   CODDA20
11187   12/18/2010   182265   CODDA12
11188   06/28/2011   251838   CODDA17
11189   03/21/2011   200798   CODDA12
11190   09/01/2009   189655   CODDA14
11191   12/14/2010   279876   CODDA12
11192   07/03/2011   182398   CODDA13
11193   01/10/2010   230221   CODDA18
11194   03/29/2010   171647   CODDA11
11195   05/17/2010   210364   CODDA17
11196   10/04/2009   105009   CODDA19
11197   02/04/2010   258133   CODDA20
11198   11/28/2010   271643   CODDA12
11199   10/25/2010   286720   CODDA17
11200   11/02/2009   190965   CODDA14
11201   12/22/2009   164155   CODDA14
11202   06/10/2010   179919   CODDA16
11203   06/30/2009   105831   CODDA13
11204   04/29/2010   155761   CODDA14
11205   08/01/2010   231604   CODDA14
11206   04/23/2010   152707   CODDA13
11207   10/08/2009   273861   CODDA20
11208   09/28/2010   139134   CODDA15
11209   11/09/2010   224596   CODDA14
11210   09/18/2009   206336   CODDA19
11211   07/04/2009   200594   CODDA16
11212   07/14/2010   263629   CODDA14
11213   08/26/2009   279958   CODDA15
11214   06/12/2010   297660   CODDA12
11215   09/30/2009   159990   CODDA17
11216   02/06/2011   161395   CODDA19
11217   11/15/2009   105941   CODDA13
11218   01/13/2011   288509   CODDA14
11219   01/21/2011   230257   CODDA12
11220   04/17/2011   184396   CODDA18
11221   11/11/2010   165590   CODDA15
11222   05/26/2010   136324   CODDA17
11223   03/25/2011   276558   CODDA12
11224   02/22/2011   180698   CODDA18
11225   08/02/2010   255807   CODDA17
11226   04/22/2010   226556   CODDA14
11227   06/05/2011   102879   CODDA19
11228   09/19/2010   154798   CODDA14
11229   06/29/2009   255491   CODDA16
11230   05/24/2010   247660   CODDA13
11231   01/26/2011   190765   CODDA12
11232   06/28/2011   260375   CODDA16
11233   06/11/2010   118058   CODDA15
11234   02/19/2011   288695   CODDA13
11235   10/25/2009   279002   CODDA19
11236   09/05/2009   254362   CODDA13
11237   06/18/2010   260303   CODDA15
11238   03/27/2010   128571   CODDA18
11239   08/26/2009   250754   CODDA19
11240   01/29/2010   268075   CODDA15
11241   03/10/2010   111543   CODDA13
11242   01/22/2010   274246   CODDA16
11243   01/28/2011   161135   CODDA17
11244   08/06/2010   222088   CODDA19
11245   03/23/2011   191136   CODDA17
11246   05/21/2011   117827   CODDA20
11247   02/04/2011   113476   CODDA12
11248   08/21/2009   145411   CODDA18
11249   10/10/2009   124360   CODDA17
11250   07/02/2010   235179   CODDA18
11251   01/28/2011   100536   CODDA11
11252   06/25/2010   296106   CODDA13
11253   04/25/2010   219019   CODDA18
11254   08/18/2009   184367   CODDA15
11255   10/04/2009   131422   CODDA13
11256   06/12/2011   230073   CODDA19
11257   12/03/2009   134906   CODDA20
11258   07/05/2010   172692   CODDA15
11259   10/22/2009   133658   CODDA13
11260   07/11/2011   134446   CODDA15
11261   05/31/2011   261315   CODDA11
11262   10/20/2009   112372   CODDA15
11263   08/08/2010   287993   CODDA15
11264   06/14/2011   108616   CODDA16
11265   08/03/2009   190708   CODDA15
11266   05/05/2011   170521   CODDA15
11267   01/03/2011   192073   CODDA17
11268   07/11/2011   140783   CODDA18
11269   01/18/2010   155721   CODDA16
11270   12/08/2009   119944   CODDA14
11271   07/04/2010   126258   CODDA12
11272   07/17/2009   266075   CODDA13
11273   06/27/2010   107052   CODDA15
11274   05/06/2011   261170   CODDA19
11275   04/30/2010   176696   CODDA16
11276   09/21/2009   260594   CODDA12
11277   05/20/2010   150107   CODDA13
11278   06/27/2010   288106   CODDA16
11279   04/04/2011   213721   CODDA13
11280   07/26/2010   101681   CODDA11
11281   03/28/2011   263507   CODDA20
11282   03/19/2011   285386   CODDA14
11283   09/25/2010   188521   CODDA20
11284   07/23/2009   118414   CODDA14
11285   10/01/2010   176879   CODDA17
11286   04/29/2011   285062   CODDA13
11287   01/06/2011   254277   CODDA14
11288   10/04/2010   171641   CODDA15
11289   05/25/2010   221336   CODDA18
11290   06/15/2011   252790   CODDA13
11291   12/15/2010   196061   CODDA14
11292   07/14/2010   214828   CODDA18
11293   02/28/2011   127397   CODDA17
11294   08/12/2010   138354   CODDA14
11295   03/23/2010   219320   CODDA18
11296   02/18/2011   200822   CODDA18
11297   01/24/2011   173889   CODDA13
11298   08/23/2010   295187   CODDA18
11299   11/23/2010   191983   CODDA20
11300   11/18/2010   112115   CODDA17
11301   01/10/2010   179015   CODDA20
11302   05/14/2010   200122   CODDA17
11303   07/30/2010   274709   CODDA19
11304   10/01/2010   151595   CODDA19
