REGION,COUNTY,WUG Name,RIVER BASIN,P2020,P2030,P2040,P2050,P2060,P2070
I,POLK,CORRIGAN,NECHES,1821,2035,2202,2345,2462,2556
I,POLK,COUNTY-OTHER,NECHES,7138,7973,8632,9192,9650,10018
I,RUSK,CHALK HILL SUD,SABINE,3695,4118,4530,4972,5432,5908
I,RUSK,COUNTY-OTHER,NECHES,15639,17432,19174,21045,22991,25007
I,RUSK,COUNTY-OTHER,SABINE,10985,12244,13468,14784,16151,17568
I,RUSK,CROSS ROADS SUD,SABINE,2872,3202,3522,3865,4223,4593
I,RUSK,EASTON,SABINE,58,65,71,78,85,93
I,RUSK,ELDERVILLE WSC,SABINE,1757,1958,2153,2364,2582,2809
I,RUSK,HENDERSON,NECHES,12984,14473,15920,17474,19089,20763
I,RUSK,HENDERSON,SABINE,2256,2514,2765,3035,3316,3607
I,RUSK,KILGORE,SABINE,3349,3733,4106,4507,4924,5355
I,RUSK,NEW LONDON,NECHES,615,685,753,827,904,983
I,RUSK,NEW LONDON,SABINE,495,552,607,666,727,791
I,RUSK,OVERTON,NECHES,285,318,349,384,419,456
I,RUSK,OVERTON,SABINE,2354,2623,2886,3167,3460,3764
I,RUSK,TATUM,SABINE,1243,1386,1524,1673,1827,1987
I,RUSK,WEST GREGG SUD,SABINE,188,210,231,253,277,301
I,RUSK,WRIGHT CITY WSC,NECHES,497,554,610,669,731,795
I,SABINE,COUNTY-OTHER,NECHES,94,93,92,92,92,92
I,SABINE,COUNTY-OTHER,SABINE,1629,1622,1622,1622,1622,1622
I,SABINE,G M WSC,NECHES,1427,1433,1434,1434,1434,1434
I,SABINE,G M WSC,SABINE,5891,5914,5914,5914,5914,5914
I,SABINE,HEMPHILL,SABINE,1295,1304,1304,1304,1304,1304
I,SABINE,PINELAND,NECHES,881,883,883,883,883,883
I,SAN AUGUSTINE,COUNTY-OTHER,NECHES,6020,6020,6020,6020,6020,6020
I,SAN AUGUSTINE,COUNTY-OTHER,SABINE,62,62,62,62,62,62
I,SAN AUGUSTINE,G M WSC,SABINE,714,714,714,714,714,714
I,SAN AUGUSTINE,SAN AUGUSTINE,NECHES,2121,2121,2121,2121,2121,2121
I,SHELBY,CENTER,SABINE,5604,6027,6400,6754,7085,7390
I,SHELBY,COUNTY-OTHER,NECHES,2864,3081,3271,3452,3621,3777
I,SHELBY,COUNTY-OTHER,SABINE,15604,16779,17821,18805,19725,20578
I,SHELBY,JOAQUIN,SABINE,890,957,1016,1072,1125,1173
I,SHELBY,TENAHA,SABINE,1252,1347,1430,1509,1583,1651
I,SHELBY,TIMPSON,NECHES,44,47,50,53,55,58
I,SHELBY,TIMPSON,SABINE,1203,1294,1374,1450,1521,1586
I,SMITH,ARP,NECHES,1017,1066,1115,1168,1222,1278
I,SMITH,BULLARD,NECHES,3299,4233,5170,6179,7206,8259
I,SMITH,COUNTY-OTHER,NECHES,6986,8783,10582,12521,14495,16522
I,SMITH,CRYSTAL SYSTEMS INC,NECHES,832,1068,1305,1560,1820,2086
I,SMITH,DEAN WSC,NECHES,4736,4917,5099,5294,5493,5697
I,SMITH,JACKSON WSC,NECHES,2158,2381,2605,2846,3091,3342
I,SMITH,LINDALE,NECHES,2099,2704,3311,3964,4629,5311
I,SMITH,LINDALE RURAL WSC,NECHES,2831,3079,3328,3596,3869,4149
I,SMITH,NEW CHAPEL HILL,NECHES,622,652,682,714,746,779
I,SMITH,NOONDAY,NECHES,953,1139,1326,1527,1731,1941
I,SMITH,OVERTON,NECHES,151,191,231,274,318,363
I,SMITH,R-P-M WSC,NECHES,292,331,370,412,455,499
I,SMITH,SOUTHERN UTILITIES COMPANY,NECHES,36455,38555,40661,42928,45235,47603
I,SMITH,TROUP,NECHES,2005,2212,2420,2644,2872,3105
I,SMITH,TYLER,NECHES,104786,114056,123354,133362,143548,154002
I,SMITH,WALNUT GROVE WSC,NECHES,8208,9695,11187,12793,14427,16104
I,SMITH,WHITEHOUSE,NECHES,9209,10848,12492,14261,16061,17909
I,SMITH,WRIGHT CITY WSC,NECHES,2381,2669,2958,3269,3585,3910
I,TRINITY,COUNTY-OTHER,NECHES,3208,3470,3495,3397,3554,3719
I,TRINITY,GROVETON,NECHES,540,584,589,572,599,627
I,TYLER,COLMESNEIL,NECHES,611,614,614,614,614,614
I,TYLER,COUNTY-OTHER,NECHES,11819,11878,11878,11878,11878,11878
I,TYLER,IVANHOE,NECHES,909,913,913,913,913,913
I,TYLER,IVANHOE NORTH,NECHES,551,554,554,554,554,554
I,TYLER,LAKE LIVINGSTON WATER SUPPLY and SEWER SERVICE COMPANY,NECHES,65,65,65,65,65,65
I,TYLER,TYLER COUNTY WSC,NECHES,5684,5711,5711,5711,5711,5711
I,TYLER,WOODVILLE,NECHES,2649,2661,2661,2661,2661,2661
J,BANDERA,BANDERA,SAN ANTONIO,1045,1204,1291,1327,1349,1361
J,BANDERA,COUNTY-OTHER,GUADALUPE,150,173,186,190,194,196
J,BANDERA,COUNTY-OTHER,NUECES,1373,1581,1696,1744,1772,1787
J,BANDERA,COUNTY-OTHER,SAN ANTONIO,22423,25822,27708,28481,28950,29193
J,EDWARDS,COUNTY-OTHER,COLORADO,199,199,199,199,199,199
J,EDWARDS,COUNTY-OTHER,NUECES,565,565,565,565,565,565
J,EDWARDS,COUNTY-OTHER,RIO GRANDE,105,105,105,105,105,105
J,EDWARDS,ROCKSPRINGS,COLORADO,841,841,841,841,841,841
J,EDWARDS,ROCKSPRINGS,NUECES,413,413,413,413,413,413
J,KERR,COUNTY-OTHER,COLORADO,628,661,681,700,714,725
J,KERR,COUNTY-OTHER,GUADALUPE,23066,24677,25632,26576,27255,27776
J,KERR,COUNTY-OTHER,NUECES,8,8,8,8,9,9
J,KERR,COUNTY-OTHER,SAN ANTONIO,338,356,366,377,384,390
J,KERR,INGRAM,GUADALUPE,1837,1867,1885,1903,1916,1926
J,KERR,KERRVILLE,GUADALUPE,23319,24209,24736,25258,25633,25922
J,KERR,LOMA VISTA WATER SYSTEM,GUADALUPE,3448,3629,3736,3843,3919,3977
J,KINNEY,BRACKETTVILLE,RIO GRANDE,1734,1746,1746,1746,1746,1746
J,KINNEY,COUNTY-OTHER,NUECES,81,81,81,81,81,81
J,KINNEY,COUNTY-OTHER,RIO GRANDE,618,623,623,623,623,623
J,KINNEY,FORT CLARK SPRINGS MUD,RIO GRANDE,1262,1270,1270,1270,1270,1270
J,REAL,CAMP WOOD,NUECES,698,698,698,698,698,698
J,REAL,COUNTY-OTHER,COLORADO,35,35,35,35,35,35
J,REAL,COUNTY-OTHER,NUECES,2596,2596,2596,2596,2596,2596
J,VAL VERDE,COUNTY-OTHER,RIO GRANDE,14855,17926,20899,24026,27108,30080
J,VAL VERDE,DEL RIO,RIO GRANDE,38083,40524,42887,45315,47627,49856
J,VAL VERDE,LAUGHLIN AFB,RIO GRANDE,1756,1939,2116,2225,2225,2225
K,BASTROP,AQUA WSC,BRAZOS,551,724,949,1255,1667,2216
K,BASTROP,AQUA WSC,COLORADO,55253,72656,95275,125920,167313,222345
K,BASTROP,AQUA WSC,GUADALUPE,390,512,672,888,1180,1568
K,BASTROP,BASTROP,COLORADO,9653,13088,17553,23603,31775,42640
K,BASTROP,BASTROP COUNTY WCID #2,COLORADO,3943,5867,8368,11757,16334,22420
K,BASTROP,COUNTY-OTHER,BRAZOS,128,169,222,293,389,516
K,BASTROP,COUNTY-OTHER,COLORADO,9974,12180,15049,18936,24183,31159
K,BASTROP,COUNTY-OTHER,GUADALUPE,188,184,178,171,162,150
K,BASTROP,CREEDMOOR-MAHA WSC,COLORADO,208,262,333,429,559,732
K,BASTROP,ELGIN,COLORADO,9247,12099,15806,20828,27612,36631
K,BASTROP,LEE COUNTY WSC,BRAZOS,342,450,590,780,1037,1378
K,BASTROP,LEE COUNTY WSC,COLORADO,465,611,801,1059,1407,1870
K,BASTROP,POLONIA WSC,COLORADO,232,296,379,491,643,845
K,BASTROP,SMITHVILLE,COLORADO,4913,6461,8473,11198,14879,19774
K,BLANCO,BLANCO,GUADALUPE,2156,2563,2802,2927,3010,3060
K,BLANCO,CANYON LAKE WATER SERVICE COMPANY,GUADALUPE,1020,1213,1326,1385,1424,1448
K,BLANCO,COUNTY-OTHER,COLORADO,4650,5529,6045,6315,6494,6600
K,BLANCO,COUNTY-OTHER,GUADALUPE,3136,3729,4076,4258,4380,4450
K,BLANCO,JOHNSON CITY,COLORADO,2053,2441,2668,2787,2867,2914
K,BURNET,BERTRAM,BRAZOS,1681,2034,2331,2616,2866,3083
K,BURNET,BURNET,BRAZOS,30,36,41,46,51,55
K,BURNET,BURNET,COLORADO,7408,8964,10276,11531,12633,13589
K,BURNET,CHISHOLM TRAIL SUD,BRAZOS,372,451,517,580,635,683
K,BURNET,COTTONWOOD SHORES,COLORADO,1395,1688,1935,2171,2379,2559
K,BURNET,COUNTY-OTHER,BRAZOS,7599,9195,10542,11829,12959,13939
K,BURNET,COUNTY-OTHER,COLORADO,15240,15942,14254,15114,16505,18449
K,BURNET,GRANITE SHOALS,COLORADO,6100,7381,8461,9494,10402,11189
K,BURNET,HORSESHOE BAY,COLORADO,1192,1683,2097,2493,2841,3142
K,BURNET,KEMPNER WSC,BRAZOS,769,930,1066,1196,1311,1410
K,BURNET,KINGSLAND WSC,COLORADO,419,508,582,653,716,770
K,BURNET,MARBLE FALLS,COLORADO,8702,12785,18509,21509,23509,24509
K,BURNET,MEADOWLAKES,COLORADO,2207,2671,3062,3436,3764,4049
K,COLORADO,COLUMBUS,COLORADO,3832,3999,4123,4305,4457,4604
K,COLORADO,COUNTY-OTHER,BRAZOS-COLORADO,1249,1303,1344,1404,1454,1501
K,COLORADO,COUNTY-OTHER,COLORADO,8107,8460,8722,9106,9427,9741
K,COLORADO,COUNTY-OTHER,LAVACA,2624,2738,2823,2947,3051,3153
K,COLORADO,EAGLE LAKE,BRAZOS-COLORADO,1164,1215,1252,1307,1353,1398
K,COLORADO,EAGLE LAKE,COLORADO,2652,2767,2853,2979,3084,3186
K,COLORADO,WEIMAR,COLORADO,740,772,796,831,860,889
K,COLORADO,WEIMAR,LAVACA,1516,1582,1631,1703,1763,1821
K,FAYETTE,AQUA WSC,COLORADO,24,27,30,31,33,34
K,FAYETTE,COUNTY-OTHER,COLORADO,7745,8840,9584,10197,10678,11049
K,FAYETTE,COUNTY-OTHER,GUADALUPE,335,382,413,441,461,477
K,FAYETTE,COUNTY-OTHER,LAVACA,2737,3125,3388,3603,3775,3905
K,FAYETTE,FAYETTE WSC,COLORADO,5174,5906,6402,6811,7134,7381
K,FAYETTE,FAYETTE WSC,GUADALUPE,335,382,415,441,462,478
K,FAYETTE,FAYETTE WSC,LAVACA,607,692,751,799,836,866
K,FAYETTE,FLATONIA,GUADALUPE,302,345,374,397,416,431
K,FAYETTE,FLATONIA,LAVACA,1296,1479,1603,1706,1787,1848
K,FAYETTE,LA GRANGE,COLORADO,5362,6120,6635,7059,7393,7650
K,FAYETTE,LEE COUNTY WSC,COLORADO,1161,1325,1436,1528,1601,1656
K,FAYETTE,SCHULENBURG,LAVACA,3295,3761,4077,4338,4543,4701
K,GILLESPIE,COUNTY-OTHER,COLORADO,14910,16095,17072,18217,19270,20294
K,GILLESPIE,COUNTY-OTHER,GUADALUPE,567,611,647,689,728,765
K,GILLESPIE,FREDERICKSBURG,COLORADO,11318,12146,12829,13630,14367,15083
K,HAYS,AUSTIN,COLORADO,71,760,1489,3776,9100,16468
K,HAYS,BUDA,COLORADO,9831,14132,19369,25916,33315,41735
K,HAYS,CIMARRON PARK WATER COMPANY,COLORADO,2150,2150,2150,2150,2150,2150
K,HAYS,COUNTY-OTHER,COLORADO,25255,30845,39310,48632,56509,64232
K,HAYS,DRIPPING SPRINGS,COLORADO,2031,2311,2652,3078,3560,4108
K,HAYS,DRIPPING SPRINGS WSC,COLORADO,3037,3938,5035,6407,7957,9721
K,HAYS,GOFORTH SUD,COLORADO,789,1246,1803,2499,3285,4180
K,HAYS,MOUNTAIN CITY,COLORADO,490,490,490,490,490,490
K,HAYS,PLUM CREEK WATER COMPANY,COLORADO,2416,3922,4208,4450,4641,4791
K,HAYS,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,COLORADO,9514,13449,18241,24231,31000,38704
K,LLANO,COUNTY-OTHER,COLORADO,5746,5270,5284,5445,5139,4822
K,LLANO,HORSESHOE BAY,COLORADO,2958,3119,3115,3061,3165,3272
K,LLANO,KINGSLAND WSC,COLORADO,8302,9581,9546,9119,9938,10786
K,LLANO,LLANO,COLORADO,3565,3759,3754,3689,3814,3943
K,LLANO,SUNRISE BEACH VILLAGE,COLORADO,720,724,723,721,723,726
K,MATAGORDA,BAY CITY,BRAZOS-COLORADO,18759,19746,20379,20869,21216,21465
K,MATAGORDA,BAY CITY,COLORADO,38,40,41,42,43,43
K,MATAGORDA,COUNTY-OTHER,BRAZOS-COLORADO,7991,8411,8681,8889,9038,9143
K,MATAGORDA,COUNTY-OTHER,COLORADO,1636,1722,1777,1820,1850,1872
K,MATAGORDA,COUNTY-OTHER,COLORADO-LAVACA,5707,6007,6200,6349,6454,6531
K,MATAGORDA,PALACIOS,COLORADO-LAVACA,5035,5300,5470,5601,5695,5761
K,MILLS,BROOKESMITH SUD,COLORADO,47,49,50,52,54,56
K,MILLS,COUNTY-OTHER,BRAZOS,1117,1155,1185,1232,1279,1333
K,MILLS,COUNTY-OTHER,COLORADO,1879,1940,1994,2071,2151,2240
K,MILLS,GOLDTHWAITE,BRAZOS,49,50,52,54,56,58
K,MILLS,GOLDTHWAITE,COLORADO,1820,1882,1932,2008,2085,2172
K,SAN SABA,COUNTY-OTHER,COLORADO,2028,2125,2138,2103,2151,2202
K,SAN SABA,RICHLAND SUD,COLORADO,1179,1235,1242,1222,1251,1280
K,SAN SABA,SAN SABA,COLORADO,3277,3433,3453,3397,3477,3557
K,TRAVIS,AQUA WSC,COLORADO,6628,7653,8620,9702,10658,11546
K,TRAVIS,AUSTIN,COLORADO,930842,1096053,1258060,1377379,1477455,1596216
K,TRAVIS,BARTON CREEK WEST WSC,COLORADO,1456,1456,1456,1456,1456,1456
K,TRAVIS,BEE CAVE,COLORADO,4740,5473,6165,6939,7622,8258
K,TRAVIS,BRIARCLIFF,COLORADO,1736,2005,2258,2542,2792,3025
K,TRAVIS,CEDAR PARK,COLORADO,9551,10188,10958,10958,10958,10958
K,TRAVIS,COUNTY-OTHER,COLORADO,59713,54696,49962,42096,31032,21041
K,TRAVIS,COUNTY-OTHER,GUADALUPE,175,234,291,312,326,352
K,TRAVIS,CREEDMOOR-MAHA WSC,COLORADO,5093,5881,6624,7456,8190,8873
K,TRAVIS,CREEDMOOR-MAHA WSC,GUADALUPE,240,277,312,351,386,418
K,TRAVIS,ELGIN,COLORADO,1788,2578,3323,4157,4893,5578
K,TRAVIS,GOFORTH SUD,GUADALUPE,77,89,100,113,124,134
K,TRAVIS,JONESTOWN,COLORADO,1987,2125,2255,2400,2528,2647
K,TRAVIS,LAGO VISTA,COLORADO,7580,8964,10269,11730,13020,14220
K,TRAVIS,LAKEWAY,COLORADO,19000,25000,25000,25000,25000,25000
K,TRAVIS,LEANDER,COLORADO,9491,24827,43093,46640,48403,50610
K,TRAVIS,LOOP 360 WSC,COLORADO,1998,2086,2169,2262,2344,2420
K,TRAVIS,LOST CREEK MUD,COLORADO,4369,4369,4369,4369,4369,4369
K,TRAVIS,MANOR,COLORADO,8884,12343,15605,19258,22482,25480
K,TRAVIS,MANVILLE WSC,COLORADO,19152,23593,27780,32469,36607,40456
K,TRAVIS,MUSTANG RIDGE,COLORADO,336,353,368,385,400,414
K,TRAVIS,MUSTANG RIDGE,GUADALUPE,123,128,134,140,146,151
K,TRAVIS,NORTH AUSTIN MUD #1,COLORADO,780,780,780,780,780,780
K,TRAVIS,NORTHTOWN MUD,COLORADO,10272,11860,13359,15036,16517,17894
K,TRAVIS,PFLUGERVILLE,COLORADO,77054,104405,130195,159073,184561,208268
K,TRAVIS,POINT VENTURE,COLORADO,1181,1524,1847,2209,2528,2825
K,TRAVIS,ROLLINGWOOD,COLORADO,1421,1429,1436,1444,1451,1458
K,TRAVIS,ROUND ROCK,COLORADO,1649,1907,2150,2422,2662,2885
K,TRAVIS,SHADY HOLLOW MUD,COLORADO,4889,4889,4889,4889,4889,4889
K,TRAVIS,SUNSET VALLEY,COLORADO,1134,1480,1806,2171,2494,2794
K,TRAVIS,THE HILLS,COLORADO,3000,3000,3000,3000,3000,3000
K,TRAVIS,TRAVIS COUNTY MUD #4,COLORADO,3113,3595,4049,4557,5006,5424
K,TRAVIS,TRAVIS COUNTY WCID #10,COLORADO,6139,7088,7984,8986,9871,10694
K,TRAVIS,TRAVIS COUNTY WCID #17,COLORADO,33117,39741,43715,44473,45671,47125
K,TRAVIS,TRAVIS COUNTY WCID #18,COLORADO,6657,7686,8657,9745,10704,11597
K,TRAVIS,TRAVIS COUNTY WCID #19,COLORADO,716,716,716,716,716,716
K,TRAVIS,TRAVIS COUNTY WCID #20,COLORADO,1140,1140,1140,1140,1140,1140
K,TRAVIS,VOLENTE,COLORADO,677,818,951,1100,1232,1354
K,TRAVIS,WELLS BRANCH MUD,COLORADO,14989,14989,14989,14989,14989,14989
K,TRAVIS,WEST LAKE HILLS,COLORADO,3699,3699,3699,3699,3699,3699
K,TRAVIS,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,COLORADO,5501,6352,7154,8053,8846,9583
K,TRAVIS,WILLIAMSON-TRAVIS COUNTY MUD #1,COLORADO,1173,1173,1173,1173,1173,1173
K,WHARTON,COUNTY-OTHER,BRAZOS-COLORADO,9329,9927,10405,10820,11202,11541
K,WHARTON,COUNTY-OTHER,COLORADO,4471,4757,4987,5186,5369,5531
K,WHARTON,COUNTY-OTHER,COLORADO-LAVACA,1434,1526,1599,1663,1722,1774
K,WHARTON,COUNTY-OTHER,LAVACA,140,149,157,162,168,173
K,WHARTON,EAST BERNARD,BRAZOS-COLORADO,2411,2566,2690,2797,2896,2983
K,WHARTON,EL CAMPO,COLORADO,27,29,30,31,32,33
K,WHARTON,WHARTON,BRAZOS-COLORADO,6186,6583,6900,7174,7428,7652
K,WHARTON,WHARTON,COLORADO,3186,3391,3554,3696,3826,3942
K,WILLIAMSON,AUSTIN,BRAZOS,45505,57164,70943,85781,102609,121072
K,WILLIAMSON,COUNTY-OTHER,BRAZOS,16658,23108,23108,23108,23108,23108
K,WILLIAMSON,NORTH AUSTIN MUD #1,BRAZOS,7442,7442,7442,7442,7442,7442
K,WILLIAMSON,WELLS BRANCH MUD,BRAZOS,1073,1073,1073,1073,1073,1073
L,ATASCOSA,BENTON CITY WSC,NUECES,8157,9426,10583,11712,12772,13759
L,ATASCOSA,BENTON CITY WSC,SAN ANTONIO,1008,1165,1308,1447,1579,1700
L,ATASCOSA,CHARLOTTE,NUECES,2008,2321,2605,2883,3144,3387
L,ATASCOSA,COUNTY-OTHER,NUECES,6592,7618,8553,9464,10325,11119
L,ATASCOSA,COUNTY-OTHER,SAN ANTONIO,585,676,759,841,916,987
L,ATASCOSA,JOURDANTON,NUECES,4532,5237,5880,6506,7096,7644
L,ATASCOSA,LYTLE,NUECES,2339,2703,3035,3358,3663,3946
L,ATASCOSA,MCCOY WSC,NUECES,7305,8442,9478,10488,11439,12321
L,ATASCOSA,PLEASANTON,NUECES,10459,12086,13569,15016,16377,17641
L,ATASCOSA,POTEET,NUECES,3817,4411,4952,5480,5976,6437
L,ATASCOSA,SAN ANTONIO WATER SYSTEM,NUECES,5772,6670,7488,8286,9037,9735
L,BEXAR,ALAMO HEIGHTS,SAN ANTONIO,8095,8423,8423,8423,8423,8423
L,BEXAR,ATASCOSA RURAL WSC,NUECES,687,829,960,1086,1201,1307
L,BEXAR,ATASCOSA RURAL WSC,SAN ANTONIO,11898,14365,16632,18810,20809,22632
L,BEXAR,BALCONES HEIGHTS,SAN ANTONIO,3386,3828,4234,4624,4982,5308
L,BEXAR,CASTLE HILLS,SAN ANTONIO,4739,4739,4739,4739,4739,4739
L,BEXAR,CHINA GROVE,SAN ANTONIO,1358,1535,1698,1854,1997,2128
L,BEXAR,CONVERSE,SAN ANTONIO,23289,25936,28193,28193,28193,28193
L,BEXAR,COUNTY-OTHER,NUECES,8037,9022,9926,10795,11593,12320
L,BEXAR,COUNTY-OTHER,SAN ANTONIO,19670,29190,40372,53525,65137,75735
L,BEXAR,EAST CENTRAL SUD,SAN ANTONIO,9626,10731,11747,12723,13619,14437
L,BEXAR,ELMENDORF,SAN ANTONIO,2131,2781,3379,3953,4480,4961
L,BEXAR,FAIR OAKS RANCH,SAN ANTONIO,4959,5286,5446,5387,5642,5874
L,BEXAR,GREEN VALLEY SUD,SAN ANTONIO,3179,3594,3975,4341,4677,4983
L,BEXAR,HELOTES,SAN ANTONIO,9803,12249,14497,16657,18639,20447
L,BEXAR,HILL COUNTRY VILLAGE,SAN ANTONIO,1028,1028,1028,1028,1028,1028
L,BEXAR,HOLLYWOOD PARK,SAN ANTONIO,3126,3190,3249,3305,3357,3404
L,BEXAR,KIRBY,SAN ANTONIO,9210,10411,10494,10495,10495,10495
L,BEXAR,LACKLAND AFB,SAN ANTONIO,9918,9918,9918,9918,9918,9918
L,BEXAR,LEON VALLEY,SAN ANTONIO,10886,11616,12287,12932,13524,14064
L,BEXAR,LIVE OAK,SAN ANTONIO,15117,15480,15480,15480,15480,15480
L,BEXAR,LYTLE,NUECES,56,75,92,109,124,138
L,BEXAR,OLMOS PARK,SAN ANTONIO,2576,2912,3220,3517,3789,4038
L,BEXAR,RANDOLPH AFB,SAN ANTONIO,1429,1615,1787,1951,2102,2240
L,BEXAR,SAN ANTONIO,SAN ANTONIO,1528077,1727411,1910640,2086678,2248192,2395583
L,BEXAR,SAN ANTONIO WATER SYSTEM,SAN ANTONIO,227729,257436,284742,310977,335047,357013
L,BEXAR,SCHERTZ,SAN ANTONIO,1485,1866,2347,2859,3473,4035
L,BEXAR,SELMA,SAN ANTONIO,4777,5400,5973,6523,7028,7488
L,BEXAR,SHAVANO PARK,SAN ANTONIO,3494,3950,4369,4772,5141,5478
L,BEXAR,SOMERSET,SAN ANTONIO,1878,2123,2348,2564,2763,2944
L,BEXAR,ST. HEDWIG,SAN ANTONIO,2411,2726,3015,3292,3547,3780
L,BEXAR,TERRELL HILLS,SAN ANTONIO,5616,5616,5616,5616,5616,5616
L,BEXAR,THE OAKS WSC,SAN ANTONIO,2114,2519,2892,3250,3579,3879
L,BEXAR,UNIVERSAL CITY,SAN ANTONIO,21332,21970,21970,21970,21970,21970
L,BEXAR,VON ORMY,SAN ANTONIO,1250,1412,1562,1706,1838,1959
L,BEXAR,WATER SERVICES INC,SAN ANTONIO,4102,4587,5032,5460,5853,6211
L,BEXAR,WINDCREST,SAN ANTONIO,5573,5781,5972,6156,6324,6478
L,CALDWELL,AQUA WSC,COLORADO,260,318,375,432,489,545
L,CALDWELL,AQUA WSC,GUADALUPE,1470,1800,2126,2447,2773,3089
L,CALDWELL,COUNTY LINE WSC,GUADALUPE,1173,1436,1695,1952,2212,2464
L,CALDWELL,COUNTY-OTHER,COLORADO,426,524,619,713,807,901
L,CALDWELL,COUNTY-OTHER,GUADALUPE,5661,6923,8167,9402,10648,11860
L,CALDWELL,CREEDMOOR-MAHA WSC,COLORADO,1021,1249,1476,1699,1926,2144
L,CALDWELL,CREEDMOOR-MAHA WSC,GUADALUPE,260,320,377,434,491,548
L,CALDWELL,GOFORTH SUD,GUADALUPE,377,462,546,628,712,793
L,CALDWELL,GONZALES COUNTY WSC,GUADALUPE,182,223,264,304,344,383
L,CALDWELL,LOCKHART,GUADALUPE,15680,19198,22668,26100,29568,32942
L,CALDWELL,LULING,GUADALUPE,6658,8152,9625,11083,12555,13988
L,CALDWELL,MARTINDALE,GUADALUPE,1378,1687,1992,2293,2598,2895
L,CALDWELL,MAXWELL WSC,GUADALUPE,4070,4983,5883,6774,7674,8550
L,CALDWELL,MUSTANG RIDGE,COLORADO,514,629,743,855,969,1079
L,CALDWELL,MUSTANG RIDGE,GUADALUPE,13,16,19,22,25,28
L,CALDWELL,NIEDERWALD,GUADALUPE,160,196,232,267,302,337
L,CALDWELL,POLONIA WSC,COLORADO,2269,2776,3278,3774,4275,4763
L,CALDWELL,POLONIA WSC,GUADALUPE,4813,5894,6960,8014,9079,10115
L,CALDWELL,SAN MARCOS,GUADALUPE,9,15,21,27,33,39
L,CALDWELL,UHLAND,GUADALUPE,614,752,889,1023,1159,1291
L,CALHOUN,CALHOUN COUNTY WS,LAVACA-GUADALUPE,4401,4919,5423,5909,6390,6857
L,CALHOUN,COUNTY-OTHER,COLORADO-LAVACA,802,896,988,1077,1165,1249
L,CALHOUN,COUNTY-OTHER,LAVACA-GUADALUPE,1214,1357,1498,1630,1765,1893
L,CALHOUN,COUNTY-OTHER,SAN ANTONIO-NUECES,78,87,96,105,113,122
L,CALHOUN,POINT COMFORT,COLORADO-LAVACA,829,927,1022,1113,1204,1292
L,CALHOUN,PORT LAVACA,LAVACA-GUADALUPE,13770,15391,16969,18490,19996,21456
L,CALHOUN,PORT O'CONNOR MUD,LAVACA-GUADALUPE,1409,1575,1736,1892,2046,2195
L,CALHOUN,SEADRIFT,LAVACA-GUADALUPE,1534,1714,1890,2060,2227,2390
L,COMAL,BULVERDE,GUADALUPE,56,66,77,88,99,110
L,COMAL,BULVERDE,SAN ANTONIO,5497,6559,7637,8725,9806,10843
L,COMAL,CANYON LAKE WATER SERVICE COMPANY,GUADALUPE,24848,35043,45401,55857,66241,76210
L,COMAL,CANYON LAKE WATER SERVICE COMPANY,SAN ANTONIO,6150,8672,11231,13816,16385,18850
L,COMAL,COUNTY-OTHER,GUADALUPE,23390,23788,23846,23933,23544,23254
L,COMAL,COUNTY-OTHER,SAN ANTONIO,1232,1444,1737,1827,1990,1964
L,COMAL,CRYSTAL CLEAR WSC,GUADALUPE,2087,2404,2726,3051,3373,3683
L,COMAL,FAIR OAKS RANCH,SAN ANTONIO,399,475,537,576,647,715
L,COMAL,GARDEN RIDGE,GUADALUPE,3017,4103,5205,6318,7424,8485
L,COMAL,GARDEN RIDGE,SAN ANTONIO,1705,2318,2941,3570,4194,4794
L,COMAL,GREEN VALLEY SUD,GUADALUPE,355,450,547,644,741,833
L,COMAL,NEW BRAUNFELS,GUADALUPE,60609,75734,91096,106606,122011,136799
L,COMAL,SAN ANTONIO WATER SYSTEM,GUADALUPE,5328,7953,10620,13313,15988,18488
L,COMAL,SAN ANTONIO WATER SYSTEM,SAN ANTONIO,4565,6816,9101,11408,13699,15966
L,COMAL,SCHERTZ,GUADALUPE,1531,2490,3741,5200,7011,8845
L,COMAL,SCHERTZ,SAN ANTONIO,38,61,92,128,172,218
L,COMAL,SELMA,SAN ANTONIO,18,23,27,32,37,42
L,DEWITT,COUNTY-OTHER,GUADALUPE,7166,7406,7525,7633,7705,7755
L,DEWITT,COUNTY-OTHER,LAVACA,1274,1316,1338,1357,1370,1379
L,DEWITT,COUNTY-OTHER,LAVACA-GUADALUPE,13,13,14,14,14,14
L,DEWITT,COUNTY-OTHER,SAN ANTONIO,556,576,584,592,598,602
L,DEWITT,CUERO,GUADALUPE,7100,7338,7455,7563,7634,7684
L,DEWITT,GONZALES COUNTY WSC,GUADALUPE,356,368,374,380,383,386
L,DEWITT,YOAKUM,LAVACA,2219,2294,2330,2364,2386,2402
L,DEWITT,YORKTOWN,GUADALUPE,2171,2244,2280,2313,2335,2350
L,DIMMIT,ASHERTON,NUECES,1180,1272,1332,1391,1437,1474
L,DIMMIT,BIG WELLS,NUECES,759,818,856,895,924,948
L,DIMMIT,CARRIZO SPRINGS,NUECES,5841,6297,6592,6888,7114,7296
